pos:2975 neg:4313
娱乐交流	249	7972	505	5204	3526	0.427898749	5.71365131278443	6.53629837145105	1
风朗	174	99	21	12	17	0.166903279	2.61349896600362	2.10124354767003	0
公积金提取	191	433	348	373	282	0.065974041	4.70366150076945	4.50692584127186	0
ds4	99	62	15	4	11	0.383173894	2.61563057702755	1.79175946922805	1
民主	255	9042	372	1113	7425	0.554100213	5.04586852019686	2.86807276186937	1
ds3	98	64	15	4	11	0.383173894	2.02532622077007	1.03972077083992	1
安ྉ徽ྉ快ྉ三	56	27	11	4	4	NULL	0	0	1
网赚项目	1078	2626	1442	1715	1849	NULL	4.58870017208674	4.91636848488653	0
成功缩阴经验	61	NULL	NULL	NULL	NULL	0.14854589	NULL	NULL	1
南京文交所	164	308	258	176	233	0.035098176	4.14526191581596	3.62541321969858	0
生活娱乐	539	3557	916	942	1646	NULL	4.97507281831303	5.47272556282144	0
金折800	79	NULL	2	NULL	NULL	0.273882004	NULL	NULL	1
双层床	58	2	7	2	9	0.24728924	1.79175946922805	0	1
qq三国	296	4447	721	1090	538	0.092392437	5.57656668187836	4.49514664688666	0
随心营销软件	209	NULL	298	NULL	NULL	0.011954378	NULL	NULL	1
过度虚废*	490	24	87	6	NULL	NULL	0	0	1
淘宝女装	159	686	181	263	267	0.006035868	4.5952879232544	4.14735663345161	0
职业认证	274	9027	893	68	103	0.075927898	4.18307287687782	3.57527705174111	0
农家乐	209	1631	387	517	763	0.06551254	6.1946778879247	5.12163552229731	0
全民超神	460	1715	757	490	528	NULL	5.29183295980621	4.04469037409936	0
免费手机流量	62	64	4	1	9	0.040913961	0	0	1
大迈x7	166	13	29	9	7	0.300666291	2.45820443278557	1.87116041423181	1
大迈x5	159	100	51	37	45	0.300666291	3.39441278081509	2.90698087430077	0
上海股票	179	773	256	734	868	0.004978633	4.03353048151932	4.55672939692135	0
置业安家	611	1793	1557	183	674	NULL	4.84256218997826	4.35358367284041	0
friend	330	13424	113	1106	534	0.370106114	5.81810759493554	4.4352271763328	1
诉状	100	25	11	4	18	0.127603329	2.24297322643815	1.15374194270109	1
海报	192	3614	442	300	1508	0.069673582	5.62585393711983	4.98314904046324	0
特罗凯	50	64	65	8	54	0.065556314	2.17490364012293	0.693147180559945	1
途观交流群	93	17	8	6	3	0.334371504	1.56071040904141	1.33217904021012	1
美女@	297	291	NULL	128	25	0.608699764	4.29045663140199	2.85339799332235	1
兼职小姐良家信息	68	NULL	NULL	NULL	NULL	0.109230918	NULL	NULL	1
孕妈妈相册	59	NULL	16	NULL	NULL	0.195738882	NULL	NULL	1
李宇春	187	861	322	275	294	0.04503776	4.74692132205715	3.20899719485755	0
勘察	2098	1841	3453	970	1219	NULL	5.25474883088226	4.08773615932619	0
早教机构加盟	58	17	33	4	NULL	0.058360219	1.242453324894	1.09861228866811	1
hentai	258	748	562	373	448	0.383173894	5.70097789569174	3.91456385632591	0
人体艺术	73	457	94	139	95	0.01324433	4.45685455572706	3.34015176488963	1
纸白银	708	1517	694	325	1028	NULL	3.38805208028181	2.81986106065509	0
团队合作	162	1433	214	100	848	0.549538783	4.41011050024536	4.14188750057384	1
时时乐	410	206	68	22	25	NULL	3.45070016218584	2.14584175259475	1
增值票	103	190	15	22	71	0.061283645	2.94443897916644	2.07944154167984	1
双眼皮隆鼻整形	74	229	5	40	44	0.013270784	3.16536559977383	3.10257127680455	1
叶世荣	51	40	168	3	43	0.088469971	1.94591014905531	1.38629436111989	1
一辈子的兄弟	103	7102	26	221	1979	0.944686	4.13055711799801	2.19722457733622	1
无产阶级	7039	572	4183	90	133	NULL	4.80325271843206	3.23683709433855	0
安妮宝贝	1636	184	577	48	10	NULL	3.29208677120018	2.42601513195981	0
假体隆鼻	659	143	175	1	40	NULL	0	0	1
早盘股	1498	895	1475	144	770	NULL	4.08660793550379	3.83625873743397	0
沙龙	168	9557	234	5124	2364	0.226454955	7.46302465416086	6.50859794872487	1
现货沥青精准喊单	55	NULL	2	NULL	NULL	0.020277785	NULL	NULL	1
渔歌驾校	56	NULL	2	NULL	NULL	0.049055394	NULL	NULL	1
