tag	oldtag2count	oldexttag2count	newtag2cout	newtitleexttag2count	newdescexttag2count	classifer	entropy	entropyv2
龙城	52	6765	169	3540	1554	0.092368476	6.71058178091272	6.37425007601363
adobe	91	517	276	248	340	0.016869824	4.91163345819612	3.84687351392284
0首付购车	52	304	115	142	232	0.063795394	4.2513726884595	3.58345406911463
蓄电池	52	462	215	409	572	0.022081615	4.98549874627892	4.17233539089391
驾校交流	52	1506	41	966	172	0.143584607	4.9715865555134	5.23498928513952
无本创业	52	131	119	26	39	0.171629922	3.77362348755609	2.59930192709979
新浪微博互粉	52	388	153	162	150	0.143687343	3.49031800932908	2.48725769859315
生理	52	5043	100	350	621	0.070416661	5.56584180584755	4.47604638126973
通用	52	5812	119	1366	3210	0.162986407	6.3660832606662	5.56328513824123
初中三年	52	3215	17	242	519	0.450715544	4.737564331529	2.63905732961526
数码印花	52	294	253	502	449	0.018020232	5.02676406178961	4.38119371496161
小贷口子	52	192	84	324	160	0.197863852	4.77692512001431	5.18935832283381
涨停票	52	46	82	4	26	0.042336836	2.07944154167984	1.79175946922805
烊烊	52	645	135	259	253	0.611702852	5.02744915236256	3.80243556471738
借记卡2	52	3	3	NULL	NULL	0.127284531	NULL	NULL
国家平台	52	18	14	6	1	0.269298799	2.68953577346799	2.04319187054512
绩效管理	52	626	119	207	103	0.049225589	4.62583290506138	3.40268521211632
大型犬	52	179	211	227	243	0.047694934	4.49598546647782	4.31709559483676
安师大	52	1115	38	299	139	0.029649757	5.45866212695611	4.90326221117489
淘宝特价购物秒杀	52	69	30	25	19	0.003064118	1.51201017509097	0
高雅	52	2502	58	211	1014	0.531061506	5.47808100040664	4.60334629255439
安微快三	52	21	9	NULL	3	0.104235158	NULL	NULL
天猫创业	52	26	89	NULL	3	0.017543122	NULL	NULL
交易系统	52	617	120	116	579	0.056130085	4.91351019308037	3.9568818548003
炒货	52	898	223	2298	973	0.009509074	5.07740268770249	4.39139049614298
海门	52	2702	143	1121	657	0.035401688	6.37639104436181	5.93636201161654
动漫社团	52	504	166	416	564	0.103202089	5.8868617437321	3.937687023906
福彩3d群	54	158	79	103	126	0.133075524	4.04823987099815	2.8389889331547
快樂	52	17069	33	1032	1950	0.757651503	6.38983722443497	4.64058952505002
诛仙青云志	52	314	154	200	143	0.164567484	4.32130745329991	3.03654871524894
各奔东西	52	13367	14	161	1957	0.527628744	4.77501895681899	2.35167330190463
漂流瓶任务	52	1159	102	611	467	0.325393819	3.59090412991731	2.83878055724824
羽毛球群	52	3613	152	3345	595	0.120913185	7.51860625709673	6.00143994750392
试客联盟	52	228	145	333	217	0.292290694	4.64242708435042	3.75930144585234
名汇国际	52	55	NULL	NULL	NULL	0.169523139	NULL	NULL
经历	52	27252	61	558	13623	0.269231336	5.26091786902124	4.07597811638738
饭团	52	5108	62	1072	453	0.124600662	6.26926678379041	4.97552133146435
厕所	52	5679	80	613	798	0.296551596	6.16727507832992	4.43593613312868
素质群	52	1928	99	371	2244	0.712582503	5.88328483219076	4.94919211220924
ssc计划群	61	154	10	17	6	0.454356332	1.83102048111352	0.562335144618808
新田	52	2061	122	972	486	0.253092923	5.95636905742819	5.26473413672321
免费计划	52	266	19	51	80	0.137178524	3.39446699867218	2.53974915551982
库罗德	52	NULL	5	1	NULL	0.065965806	0.693147180559945	0
指标分享	52	10	226	11	13	0.205119163	2.69440084356194	2.02532622077007
挂机计划	52	66	251	256	6	0.040705875	0.233576397582121	0
传祺俱乐部	52	30	1	1	NULL	0.629125412	0.693147180559945	0
花店	52	1044	124	433	628	0.060412719	5.28586592208878	4.60743493676482
德扑圈	52	80	112	58	45	0.164567484	3.48425747291316	2.20885513264566
网络理财	52	92	87	38	41	0.027861383	3.53190857832785	2.88055047997218
mic	65	1282	95	469	360	0.174458937	5.6474998478484	4.84798505104081
广西快乐十分	52	24	13	8	7	0.133219163	1.01140426470735	0
百善孝为先	52	870	39	101	193	0.348974356	3.80278587619715	1.79175946922805
卡友	52	865	147	474	621	0.164567484	4.94816681641263	4.90195221831228
北京找白领兼职	52	NULL	NULL	NULL	NULL	0.059347942	NULL	NULL
网络技术交流	52	1301	124	902	508	0.060100246	4.40753129662596	4.65161588597856
休闲养生	52	505	77	254	222	0.062287328	4.82008096456274	4.52440242130998
淘宝客交流	52	639	117	254	235	0.156947588	3.30142201951968	3.26718498373295
投行	52	674	149	196	186	0.014685878	4.93973509747632	3.80824369003226
保证金	52	2057	117	231	1459	0.041908902	5.11720430061329	4.27262560341772
苏牧	52	170	195	99	145	0.215120191	4.35938595266946	4.14602518037923
tfboys粉丝	117	3146	195	1640	1267	0.275429905	4.14352008423652	2.48489774213037
打字员接单群	52	55	1	1	1	0.117911521	0	0
开税票	52	320	6	5	23	0.022228241	1.6094379124341	0
mem	60	527	161	183	186	0.167352948	4.22415399723002	3.03108647498558
开黑交流	52	2138	221	1784	1727	0.243894006	4.63864747293037	4.67671629052506
股票	52	35	47	46	26	0.005602261	2.55835934574538	1.63509159281281
邵阳学院	52	663	81	187	201	0.195218311	4.58403477466343	4.09296319183648
风花雪月	52	5426	95	2039	666	0.169136824	6.20286771997927	5.47110649017078
巨人	52	4525	123	789	802	0.092455698	6.21526266049653	5.59756309340153
郑州兼职工作	52	27	48	27	16	0.085270533	1.56213890485347	0
景观设计培训	52	3	24	1	1	0.015799199	0.693147180559945	0
涨停板/送牛股	52	NULL	32	NULL	NULL	0.046381869	NULL	NULL
特警	52	2441	90	240	195	0.100615014	5.52284054418347	4.25060278291705
滤芯	52	452	191	372	917	0.047921215	5.05796919203972	3.92426117879146
广州美女	52	311	75	73	72	0.036700008	3.39571098384744	2.57440083544153
pokemon go	91	316	204	201	161	0.433866677	3.40544379863931	4.313630619606
免费求职	52	321	216	362	450	0.088220284	4.66732928859442	4.15884158581785
党校	52	12966	27	979	389	0.164482636	6.12879925982248	5.12181602693027
小尾	52	953	78	16	22	0.178838909	3.73266829401234	2.52321095295289
后宫争宠	52	662	84	367	123	0.211138437	4.91481697235869	3.13086022064417
华尔街	52	1135	68	429	180	0.02742509	5.53581421906671	4.80243799767098
白癜风患者交流	52	508	4	12	49	0.067198507	2.06888464582756	2.19722457733622
南京师范大学考研	52	45	147	81	101	0.021380715	2.50193588042837	0
免单购物	52	328	86	234	172	0.009351585	4.14108310096215	3.79278611861343
韶关学院	52	865	53	80	112	0.195218311	4.10643620704001	2.90711673462027
钱龙软件	52	5	11	3	4	0.021504846	1.88915916375402	0
库存批发	52	216	167	338	175	0.017578841	4.77680166882391	4.26974346651416
学委	52	10190	18	415	153	0.276109504	5.08359340576509	4.71459569790984
资格考试	52	1363	132	584	1021	0.056137473	4.78602069046586	4.21872570938417
绅宝x35车友会	52	39	1	5	3	0.101009628	1.79175946922805	1.6094379124341
交房	52	1707	105	110	2130	0.082909274	5.07421848729632	3.98756406232868
充值卡批发	52	82	7	27	17	0.010240965	3.01533612073031	1.41274463686385
大气科学	52	152	11	13	16	0.108827826	3.17073311251592	1.97300140639361
海洋科学	52	167	4	9	13	0.038067312	3.2188758248682	2.19722457733622
努比亚	52	199	209	210	223	0.097883599	4.78444227684688	4.17496519125503
土壤检测	52	3	7	2	NULL	0.041817389	1.6094379124341	0
新兵	52	3698	58	262	316	0.263049603	5.62896708944672	4.4400076594334
淘宝工具	52	52	10	5	2	0.044200133	1.863679987341	0
作物学	52	75	4	3	5	0.164567484	2.19722457733622	1.6094379124341
园艺学	52	659	3	13	11	0.043908979	2.78862906327528	2.19722457733622
农学博士	52	2	1	NULL	NULL	0.050664365	NULL	NULL
农学研究生	52	2	1	NULL	1	0.058489277	NULL	NULL
二手苹果手机	52	166	134	160	195	0.019451583	4.23212245390977	3.61811547844379
北戴河	52	1288	94	375	348	0.052080838	5.49184247308774	4.49797431610947
教学知识	52	13	37	2	13	0.035785256	1.6094379124341	0
现役	52	1593	149	191	1375	0.228940737	5.38670646126518	4.14905941041585
心情驿站	52	1595	95	640	149	0.403867542	5.16669406535593	4.51631344582062
互粉群	52	3144	134	2779	1320	0.15970798	5.63963759262098	4.38133926823226
南京财经大学	52	682	96	102	202	0.016734307	3.60326473350843	2.1602603718883
努力！	52	10631	24	209	5019	0.921965161	4.42643937402697	3.18767118196187
郑多燕减肥舞	52	16	53	24	5	0.164567484	0	0
入党积极分子	52	12187	9	361	124	0.370001345	4.73633467236413	3.30357273356128
招聘寒假小时工	52	52	4	4	4	0.108985257	0	0
中华骏捷	52	57	6	46	20	0.040495919	3.59069979158534	3.17736828255238
领队	52	2424	132	949	1848	0.175132712	5.30230696308467	4.55256575691418
akb0048	77	188	57	43	36	0.689050856	3.90326766095514	1.97224697942344
压力容器	52	335	242	294	530	0.122505928	4.79770722756137	3.79227523365146
报社	52	2705	45	382	320	0.165223598	6.06432587417117	4.83281501084996
店铺推广	52	122	114	8	113	0.054895363	2.59930192709979	2.07944154167984
乞丐	52	4035	50	790	462	0.166159832	5.51007079270018	4.53297001359519
潜力股票	52	17	2	5	7	0.014069051	2.09472904752765	1.6094379124341
手游吃鸡	52	731	212	417	293	0.076022409	4.68247130088512	3.5517866613916
社会组织	52	1329	88	1262	624	0.445442888	5.54960938055732	4.93760192069721
广东人	52	1308	77	401	364	0.164567484	4.53726734166585	4.67013004870732
极光	52	4430	116	1052	598	0.060914646	6.23621619945387	5.3947604730243
电动车配件	52	407	177	458	359	0.009227838	4.87493569848764	4.33539649057196
开抵扣票	52	11	16	4	NULL	0.032277049	0	0
松果	52	759	132	276	370	0.087644397	5.2615529121321	3.94970576873873
我也是醉了	52	1171	38	114	133	0.893463319	3.95725227120295	1.79175946922805
永安	52	5042	107	1360	655	0.051194322	6.57378871332679	5.98825566377667
门面	52	1622	158	364	1240	0.319767512	5.27010618205653	4.37905588730519
2逼青年	52	388	9	60	21	0.293868236	3.62302429748893	1.13443291586606
资料下载	52	1072	132	292	1341	0.09949456	5.24179407137773	5.06988548723988
洞箫	52	132	214	152	209	0.052501769	4.66224542729899	3.57948028865982
汉语国际教育	52	402	160	94	164	0.01283329	3.92780839194216	2.19781597852983
个股分享	52	55	71	19	46	0.083314172	2.96399875851298	2.82337540094768
捕鱼机	52	241	105	126	174	0.020060522	4.55365526450491	3.44321363771049
爱祖国	52	1145	123	793	1463	0.54838473	4.20119290888892	1.89994328252624
四人牛牛	52	22	13	2	5	0.192933836	1.33217904021012	0.693147180559945
如何择校	52	4	3	NULL	1	0.456814332	NULL	NULL
皮皮麻将	52	262	103	153	83	0.03164817	3.76110857688804	2.66919228984468
服装交流群	52	1588	148	2888	712	0.260320042	6.31167816515578	5.12091492945847
魔族	52	2358	62	634	431	0.072596077	6.27710618025314	4.90083048581766
蓬莱	52	3152	174	1508	917	0.076219398	6.53583469050863	5.91515850607266
注册一级建造师	52	76	262	21	125	0.027317948	2.63025335638926	1.09861228866811
注册造价师	52	113	289	133	171	0.014526879	3.93134049363281	3.30889868540614
广东三区	52	221	99	74	140	0.18103312	4.00115702824813	2.54108256712501
丁程鑫	52	251	205	260	182	0.065965806	4.57355742772451	2.86514963121151
水处理设备	52	253	248	266	321	0.040469427	4.11876374544133	3.75592321102878
電影	52	1043	97	113	191	0.012864181	4.97282068092468	3.30194384113786
蜂王浆	52	151	69	17	104	0.0272824	3.02851488546396	1.87609253356975
掉头发	52	121	72	66	65	0.153767589	2.64260723639023	1.5576306757876
电脑组装配置	52	122	280	291	975	0.032036818	2.19410218016005	1.74806734854609
只要开心就好	52	2745	36	58	1490	0.550907433	3.4555715413202	1.38629436111989
预约	52	8842	90	1919	6857	0.13201492	6.6274193839036	6.13912983283004
职业学院	52	38298	87	3967	6987	0.345024343	5.81297079260506	5.08040657418134
刷人气	52	481	132	61	188	0.062405664	4.35974230304655	3.16443281693964
台球培训	52	59	1	2	4	0.017072245	1.6094379124341	0.693147180559945
神聊	52	973	67	214	138	0.56095622	4.88503785298487	4.23685659676483
dba	67	727	184	155	159	0.069979275	4.77279397735152	3.65301616486919
休闲美女	52	111	1	32	14	0.441417758	3.30040022649364	2.56311743424312
民生银行卡	52	33	NULL	NULL	NULL	0.025062335	NULL	NULL
河北师范大学	52	922	95	121	232	0.039030746	3.71697815658561	2.68127223913459
工程发票	52	8	2	1	3	0.029185758	1.09861228866811	1.09861228866811
江苏科技大学	52	623	112	61	157	0.022865788	3.75762554125979	2.46674399033857
女鞋批发	52	332	153	213	156	0.008960573	4.42617098607144	3.5433156832131
哈尔滨兼职	52	139	159	224	183	0.022198235	3.50876427435121	3.64140323304342
淘宝商城	52	639	117	217	280	0.066107486	4.81105053303628	4.42847154761055
终端	52	5810	121	1918	2513	0.152071513	6.30454027328681	5.75262243230115
招商卡	52	71	13	15	77	0.133838	0.688567369302283	0
轨道交通	52	1748	148	361	391	0.184732078	5.5162494128721	4.8637587275701
不要吵架	52	15228	36	27	16894	0.756583307	3.66216092538763	1.6094379124341
徐州市	52	3748	115	465	646	0.025032839	5.91869617005177	5.59812828336108
四轴	52	209	177	113	207	0.164567484	4.62467389660784	4.00674197621799
股票技术分析	52	263	101	71	91	0.003757035	3.13778938150096	3.44627794091796
小额信贷	52	224	80	104	80	0.00802425	4.1517733700399	3.48634738733132
奔驰e260	52	10	6	4	2	0.101155011	2.07944154167984	1.79175946922805
瑞刷	52	114	99	59	110	0.164567484	4.13183525956507	3.09361939571344
黄秋葵花茶	52	55	7	NULL	2	0.019448857	NULL	NULL
黄秋葵干果	52	52	NULL	NULL	NULL	0.05205405	NULL	NULL
黄秋葵花茶批发	52	53	NULL	NULL	NULL	0.01388725	NULL	NULL
火影迷	52	909	121	148	812	0.164567484	3.97633550274615	2.66946747011752
电梯配件	52	243	168	429	291	0.022016303	4.73579670955255	3.95079373705003
娱乐生活	52	1127	101	254	587	0.191562606	4.95168011293173	4.52339694015522
穷游大巴	52	NULL	20	NULL	NULL	0.104870151	NULL	NULL
湖南毅行	52	26	33	12	6	0.014614575	2.89468147248152	1.90615474653985
网易考拉	52	218	73	133	204	0.010609724	4.09390740514996	3.32686857586253
拉斯维加斯	52	822	39	279	74	0.023242526	5.2820338384164	3.9808705271022
韩语基础学习	52	46	5	4	3	0.050383088	0.636514168294813	0
效果图制作	52	260	178	141	258	0.031194902	4.31229000917619	3.62565328460964
面试培训	52	593	176	93	276	0.04033757	4.55148944975937	3.57236585859865
吉他培训	52	248	91	57	84	0.008771878	4.54502229895399	3.28289490787427
口腔医院	52	464	38	115	126	0.084715377	4.80693819935509	4.02354097516064
撸话费	52	293	161	24	785	0.104708694	3.50475248101348	2.58954681671812
光山	52	1528	131	728	514	0.072763321	5.5943696297128	5.36662522047596
韵达	52	5131	135	1801	410	0.164567484	6.11129426438693	5.54840432287108
杜宾	52	222	313	299	338	0.051466751	4.61987181281704	4.26576673522834
商务交流	52	1230	143	867	614	0.151973935	5.32760980601157	5.56667018562876
产后修复	52	113	76	48	99	0.038860039	3.42257889664386	3.21942273117056
论文写作	52	1671	96	273	458	0.024246295	4.87140793551497	4.17797022023469
电动独轮车	52	171	102	74	97	0.032836745	3.90442212511598	3.81826380914344
贵人	52	1849	28	283	610	0.124349452	5.67763295927735	4.96604552098973
不再见	52	2940	33	364	82	0.607600618	4.91746404667813	2.99663567577921
前列腺肥大	52	24	20	10	23	0.088580963	1.74786809746676	0
qq号码交易	53	122	27	32	40	0.119434384	2.31904276238178	1.38629436111989
牙膏	52	927	109	175	359	0.034735717	5.09290964004939	3.8059130607785
奔驰s500	52	3	3	NULL	5	0.242247491	NULL	NULL
奔驰s300	52	1	4	1	NULL	0.149689657	0.693147180559945	0
淡水	52	2166	157	834	662	0.050192501	5.93259492456505	5.31118854703532
大鹏	52	5717	89	1150	509	0.062916051	5.94773326699819	4.95552703464993
忽悠	52	6722	89	1008	3004	0.439465771	6.0736522162978	4.96979603985626
模拟飞行	52	150	201	135	166	0.039757449	4.48431820417067	3.64075923506747
同居	52	2003	31	168	241	0.269164844	5.00543246350172	4.15922794519101
大吉大利晚上吃鸡	52	533	127	167	188	0.344082709	2.44826062963124	0
小视频.安庆	52	10	6	NULL	NULL	0.246621151	NULL	NULL
小视频.安康	52	12	6	NULL	NULL	0.228446935	NULL	NULL
小视频.安阳	52	6	6	NULL	NULL	0.300962628	NULL	NULL
小视频.鞍山	52	20	6	NULL	NULL	0.127658621	NULL	NULL
小视频.安顺	52	11	6	NULL	1	0.258271116	NULL	NULL
浠水	52	1510	148	895	617	0.052386055	5.76233748635622	5.26051266739344
直播秀	52	530	56	135	113	0.164567484	4.56532852277785	3.36480751155491
手提袋	52	393	229	175	842	0.039520208	4.60521079873202	3.89248671750314
司法车	52	NULL	3	NULL	NULL	0.035302187	NULL	NULL
处理车	52	67	4	4	7	0.13900216	2.27186851269656	1.56071040904141
法院车	52	3	3	NULL	NULL	0.052087846	NULL	NULL
富爸爸	52	375	71	179	110	0.021133646	4.30267890063039	3.91023900475458
藤县	52	1429	174	976	532	0.046754442	5.83919409745176	5.05058553583312
三亚旅游攻略	52	62	45	46	36	0.01304588	1.47441423815451	0.636514168294813
摩羯	52	1639	103	198	245	0.050111804	5.4284835163954	4.06342235754825
吊塔安装票	52	NULL	NULL	NULL	NULL	0.021427046	NULL	NULL
股票预测	52	57	144	21	58	0.005175013	3.15204477147757	2.63025335638926
北汽幻速俱乐部	52	NULL	NULL	2	NULL	0.113044732	0	0
龙山	52	7040	118	1627	861	0.137447747	6.51299119625948	5.93739128409906
店群软件	52	28	41	10	10	0.188093646	2.35226106437757	1.87345173755457
黄金城	52	249	9	79	34	0.041206683	4.61296777053155	3.36326707036676
帕萨特团购	52	6	23	3	3	0.006729854	1.74786809746676	1.03972077083992
高尔夫团购	52	12	19	4	6	0.005117804	2.04319187054512	1.90615474653985
何炅	52	339	117	88	88	0.130144085	4.46144392489256	3.04276588572326
家居设计	52	310	113	91	141	0.01975884	4.71961988201869	4.1410808471561
海水鱼	52	191	179	175	202	0.028798147	4.55520257524248	4.27639441986166
上班族学生赚外快	52	NULL	8	NULL	NULL	0.242597141	NULL	NULL
宝骏560车友会	52	129	27	154	38	0.410712208	4.79233031029978	4.53916941650509
新口子	52	433	172	336	344	0.270800448	4.43107514309633	3.57080110439903
钓技交流	52	228	196	72	442	0.09782314	3.81462449138963	2.99156494966574
李顺圭	52	23	103	8	15	0.065965806	2.59303120505615	1.03972077083992
天宝总代	52	NULL	NULL	NULL	NULL	0.102739562	NULL	NULL
淘宝刷信誉8	52	1	14	NULL	NULL	0.007005042	NULL	NULL
卓依婷	52	244	106	125	159	0.082447432	4.32038864159284	2.69497449819452
还款	52	1267	81	274	972	0.038087745	4.72762165691299	3.08429511224387
战法指标	52	4	50	NULL	3	0.056293493	NULL	NULL
宁静	52	10488	43	651	2093	0.659925599	5.70220678549397	4.60815061474742
当个创世神	52	29	117	6	12	0.509969686	1.79175946922805	0
偶像大师	52	81	237	90	83	0.042265254	4.64097864174053	3.91882113112185
话费托	52	103	67	66	92	0.164567484	3.63228594280511	2.15542308001047
体育学院	52	5126	58	604	558	0.041945644	5.29186794897222	4.13131612557536
礼服	52	1741	116	747	768	0.065652889	4.56121298539955	3.24291491096772
长途代驾	52	80	11	2	38	0.132203289	0.693147180559945	0
广工	52	3060	36	293	85	0.29171193	5.45036329361559	4.96922829051122
张若昀	52	235	126	202	192	0.164567484	4.5320500729329	2.74231474348329
撒狗粮	52	3071	118	224	1966	0.161865934	4.99411017929824	3.43955973858644
咨询工程师	52	213	182	381	277	0.027767403	3.8154983458215	2.86323348484632
项目分享	52	548	123	586	352	0.193256037	4.94401991949964	4.72026299759358
好父母	52	177	5	62	34	0.876013857	4.04385907849143	2.72574964836723
活动房	52	364	103	245	464	0.033287359	4.65950915166245	3.77937457911108
公卫助理医师	52	NULL	5	NULL	NULL	0.046243171	NULL	NULL
清货	52	857	135	309	449	0.164567484	4.91264608522804	3.96915014957678
macd股票群	52	265	12	87	376	0.05449702	4.27062503861757	4.17944546397787
房东直租	52	41	273	38	57	0.304985299	3.26683856502694	2.4196339284305
魔法师	52	1054	136	256	332	0.093634907	5.46867926962682	4.41717061460276
精彩人生	52	3339	53	763	1119	0.328018171	5.65307631336203	4.99180092020946
量化投资	52	255	138	130	143	0.056210399	4.54237740935282	4.04755868526098
蓝瑟	52	157	14	27	35	0.033515132	3.94597298237777	2.65119297510064
泡泡堂	52	1839	83	264	123	0.021273914	5.40816318294748	4.38608641820544
复兴	52	5173	102	1190	2070	0.097030023	6.47670343672208	5.33897511896608
教师资格证笔试	52	122	281	122	233	0.028311795	3.46333535395567	1.95656824847922
婚车车队	52	213	59	135	197	0.076926116	5.00419441346457	4.64976570889528
离婚律师	52	221	200	181	97	0.034486679	4.14423777514634	3.76092806298962
笔试 面试	NULL	13	11	NULL	14	0.085731143	NULL	NULL
室内外设计	52	317	129	183	314	0.03370077	4.21775990311315	3.99626957934065
财神	52	6368	71	1803	735	0.181514766	6.3164278995635	5.82853773687865
计算机协会	52	1489	76	505	365	0.032743705	5.23367371459422	4.46403711968115
公代	52	362	100	45	587	0.33481496	2.43680372581282	0.518718467470038
水晶虾	52	100	161	65	86	0.164567484	4.01772095259606	3.66981917405096
驾驶培训	52	670	91	165	192	0.025826374	4.88452470648565	4.07787731633806
云南师范大学	52	1095	100	144	310	0.020092201	4.09338179856619	3.07637924386909
永年	52	2405	158	1841	850	0.297006115	6.04216074769176	5.22680234081378
会计学院	52	3308	24	249	157	0.029096697	5.16134865439895	4.37652535157922
赛飞利	52	7	7	1	3	0.19757126	0.693147180559945	0
游侠联机	52	319	135	265	161	0.077614177	4.37559536537468	3.48623657073319
系统维护	52	727	129	354	319	0.168838396	5.53338207860933	5.0614105663322
你值得拥有	52	3004	47	329	1636	0.546175268	4.91169046571591	4.56416491331906
知识分享	52	1043	88	212	939	0.266720199	4.85628321270341	4.77076591555611
国安	52	2572	70	222	278	0.079929422	5.43816616123223	4.43931635596815
混乱	52	3351	54	508	871	0.579903633	5.88660687636698	4.71124077898115
矿泉水	52	1365	93	214	365	0.050229306	5.16025399861841	3.66046638799244
游戏高手	52	1203	51	119	381	0.029535703	3.78615486905444	2.81520492661995
云上大宗	52	54	51	36	66	0.131727341	2.74986000545666	2.0760672388928
数码配件	52	292	135	208	197	0.014304867	4.69023922972948	4.01419920713972
处理违章	52	368	73	129	282	0.109333837	4.52627080811528	4.11653513173125
猎豹交流群	52	11	3	7	NULL	0.16432997	1.74786809746676	1.56071040904141
爱号	52	1461	106	180	693	0.450866857	4.43067627605868	4.25868470440971
买卡	52	571	6	16	254	0.157014197	3.66452372052897	2.63905732961526
mun	57	565	37	48	29	0.383173894	4.54793876549932	2.80967823407778
妇科咨询	52	173	48	63	16	0.033649565	3.77325904210457	3.37109602788009
银行卡银行卡	52	357	2	NULL	31	0.016381332	NULL	NULL
新闻源发稿	52	60	39	34	27	0.051631374	2.42044931596862	1.96754460701426
足彩310	52	93	2	13	11	0.212086771	2.71296217305289	2.50528999091842
快ྉ三ྉ交ྉ流	52	22	18	7	6	NULL	1.09606732844686	0
网站维护	52	284	122	46	113	0.077554283	3.90141979992491	2.85859705633137
together	71	8583	36	780	1006	0.168042655	5.48918725445133	3.6309604987464
完美人生	52	2722	57	361	490	0.482253933	4.56201285168036	3.74477547781948
建设工程	52	2811	178	1008	1091	0.029495835	5.73312600306637	5.17648482750464
店铺转让	52	308	220	302	1118	0.034290044	3.92768273893396	3.29032919196963
快三计划群	52	34	1	20	5	0.556658438	2.21025357762097	1.242453324894
vaebvfaer	52	NULL	NULL	NULL	NULL	0.383173894	NULL	NULL
0元单	52	282	133	19	224	0.20037436	3.58312406603413	2.92165765649671
温州市	52	3250	90	410	527	0.069565826	5.87147322476381	5.53843719254506
ｐｋ10计划群	52	16	NULL	NULL	NULL	0.314825334	NULL	NULL
路由	52	1199	92	465	786	0.147757821	5.56194754781405	4.64510543704958
多才多艺	52	491	40	40	294	0.3938609	4.03918618793343	2.70805020110221
悉尼	52	878	87	218	214	0.033375524	5.61024081670607	4.75388476938555
李光洙	52	58	124	13	35	0.121400305	3.40132296224237	2.34199425223242
北京拼车	52	904	328	3157	841	0.052632642	4.98091776688826	4.54441889354414
铃木摩托车	52	32	178	24	34	0.015580385	2.86866769350417	2.24503527412618
全国信用贷款	52	17	NULL	9	1	0.012189348	1.3667110520552	0
互助金融	52	225	77	87	71	0.034466957	3.9135273681464	2.95356654525052
速锐俱乐部	52	5	3	2	NULL	0.701436136	0.693147180559945	0.693147180559945
玉无心	52	140	115	8	20	0.164567484	2.91249440333105	1.56071040904141
邓伦	52	993	605	1095	1069	0.164567484	4.66826126362013	2.656266376198
美食特产日用百货	52	NULL	77	NULL	NULL	0.007738361	NULL	NULL
上海龙凤	52	20	75	23	24	0.390500813	0.264052051825629	0
pྉkྉ拾ྉ计划群	52	18	49	NULL	5	NULL	NULL	NULL
飞艇	52	42	NULL	17	7	0.015555566	1.90460993477369	0
bc网站搭建┟	52	14	NULL	NULL	NULL	0.13101049	NULL	NULL
外围投注	51	7	1	1	NULL	0.15599456	0	0
网上打字员赚钱	51	6	2	NULL	NULL	0.166687387	NULL	NULL
湛江恒大帝景	51	1	23	NULL	NULL	0.009795446	NULL	NULL
哈尔滨恒大珺庭	51	1	23	1	1	0.012142586	0.693147180559945	0
哈尔滨恒大雅苑	51	NULL	28	1	1	0.020128416	0.693147180559945	0
济南恒大睿城	51	2	23	2	2	0.022286034	0.693147180559945	0
恒大水晶华庭	51	1	23	NULL	NULL	0.010492026	NULL	NULL
桂林恒大江湾	51	NULL	23	NULL	NULL	0.012583427	NULL	NULL
武汉恒大御府	51	1	24	2	1	0.007540429	1.09861228866811	0
柳州恒大御府	51	NULL	23	5	NULL	0.006977544	1.73286795139986	0
银川恒大帝景	51	1	23	NULL	NULL	0.018503343	NULL	NULL
江阴恒大帝景	51	2	24	2	NULL	0.016140444	1.03972077083992	0
油墨	51	445	204	430	856	0.052362831	5.0245173785714	3.78656604010132
留学签证	51	64	37	42	83	0.019555545	3.81324289612439	3.07538625376393
双11红包	51	401	181	159	221	0.356118141	4.10260779995194	3.18804466366563
白界	51	234	87	133	96	0.060108689	5.01344785621541	2.34049316839159
宁乡	51	2412	91	1166	635	0.043276465	6.33756401132597	6.00572100258767
天猫淘宝刷单	51	36	7	12	12	0.030371256	1.97700617290886	1.38629436111989
注塑机	51	427	232	666	874	0.013570227	4.87033852220707	4.05753220656623
五莲	51	1443	182	1262	726	0.072038603	5.64174969840571	4.66670559401652
工程款	51	655	7	28	320	0.041092706	3.84765253956819	2.75554979066418
加工厂	51	2540	240	1771	3027	0.153994454	6.78089743622308	5.97164091158982
合乐888平台	51	59	11	1	9	0.200673256	0	0
夜市货源	51	33	284	69	15	0.025216784	3.0356341428362	2.58825684285632
闽江学院	51	797	64	108	129	0.03942556	4.34184202793395	3.50102563515531
太原股票	51	187	79	184	332	0.007487185	3.57881047359613	3.90664512267457
井柏然	51	269	87	88	91	0.091085504	4.43568448998049	3.18274318158985
四川户外	51	75	135	97	137	0.071306702	3.830627886284	3.91524909982678
点卷	51	2420	114	598	1526	0.164567484	4.75342947771213	3.26392938890676
新速腾	51	321	171	492	288	0.143357751	4.81473627328122	4.21848157084983
工长	51	576	171	235	623	0.163772148	4.57961463511203	4.14553205100611
佛系	51	7996	179	2408	1274	0.094637818	6.85727936465827	5.61870420037999
秒杀淘宝	51	305	58	75	213	0.006955985	3.97878755530186	3.50227042143443
金领秀	51	48	1	2	2	0.065965806	1.09861228866811	0.693147180559945
良师益友	51	731	31	104	552	0.573337129	4.44678132652334	3.35498756962482
烤鸭	51	1502	153	637	788	0.028397782	5.53930721225742	4.72005790046477
泗水	51	2111	167	1658	949	0.044543307	5.91313215850922	5.4862336187887
恐龙	51	4358	106	599	645	0.124397656	5.93609232845403	4.95246078053171
